"X_COORD","Y_COORD","BOUGUER","GRTOPISO","PROF_MOHO","S_DEPTH","TOPO_ISO","BENPENTE","DIST_SEIS","DIST_SUBS","DIST_VOL","NBR_SEISM","DIST_112","DIST_135","DIST_157","DIST_180","DIST_22","DIST_45","DIST_67","DIST_90","AGE","ROCK"
5694177.5,-2158409.5,-278.0,1.0E-4,57687.1,-32.0,-35.0,0.1258,33314.457,592368.3,121423.7,0.0,43592.34,67894.91,49262.066,136472.17,164000.52,24827.69,7499.8486,57750.59,"PROTEROZOIC","PLUTONIC"
5681815.0,-2378858.5,-299.0,-2.0E-4,57665.2,-285.0,-55.0,0.1072,30327.049,568281.5,115492.34,0.0,163771.5,61158.664,225565.84,91727.81,11702.114,14348.364,69875.06,106038.56,"PROTEROZOIC","PLUTONIC"
5732469.0,-2254687.5,-214.0,0.001,55866.7,-289.0,0.0,0.1341,24395.184,622393.9,164176.45,0.0,46110.86,17200.887,131655.83,78993.516,76019.58,115954.47,39792.715,140152.5,"PROTEROZOIC","PLUTONIC"
5383507.5,-2304395.0,-362.0,-5.0E-4,66113.9,-121.0,-75.0,0.0574,2706.4673,271589.6,13369.024,21.0,4270.748,220409.31,72598.31,6437.1523,45694.59,71869.17,80910.43,42511.81,"PALEOZOIC","SEDIMENTARY"
5442034.5,-1967433.1,-350.0,-1.0E-4,63801.8,-57.0,-57.0,0.066,44014.59,405401.78,86870.93,0.0,27455.533,44669.496,47451.457,95378.695,87457.75,196256.95,1177.5458,91952.17,"PALEOZOIC","SEDIMENTARY"
5544224.5,-2053280.8,-353.0,-2.0E-4,67133.8,-237.0,-62.0,0.0649,16659.768,466979.88,129152.08,1.0,43577.727,61709.695,44067.22,199428.81,160420.48,65030.516,53112.09,131502.73,"PROTEROZOIC","PLUTONIC"
5588922.0,-2274675.8,-359.0,-1.0E-4,65267.6,-236.0,-73.0,0.0678,16032.734,477851.8,78720.29,2.0,95750.8,83933.65,130947.68,146433.02,108436.51,8166.054,16420.719,44100.82,"PALEOZOIC","SEDIMENTARY"
5663073.5,-2326118.8,-311.0,0.0,59989.4,-295.0,-55.0,0.1038,16736.373,550642.7,123184.24,2.0,117364.484,33790.37,170758.3,128913.734,33811.832,29641.51,61967.254,110525.47,"PALEOZOIC","VOLCANIC"
5425679.0,-1902542.4,-330.0,1.0E-4,64717.6,-143.0,-48.0,0.0732,13062.927,422512.8,128495.0,1.0,32368.217,16909.973,29135.79,84715.51,48291.98,247519.88,20014.543,144104.19,"PROTEROZOIC","PLUTONIC"
5726052.0,-2250146.2,-214.0,0.001,62201.1,-289.0,0.0,0.1333,19771.36,616351.4,156580.45,1.0,38804.0,16322.038,124010.53,85383.95,77532.37,108204.43,32349.246,132462.39,"PROTEROZOIC","PLUTONIC"
5392173.0,-1689266.4,-234.0,-4.0E-4,42154.3,-28.0,-72.0,0.1422,5540.879,529778.9,291229.8,1.0,102450.03,15393.466,13303.1455,67543.734,111236.16,401891.1,122865.055,223176.9,"PROTEROZOIC","PLUTONIC"
5619767.5,-2222453.5,-368.0,-7.0E-4,63311.2,-235.0,-87.0,0.0877,19607.396,512795.5,48349.773,1.0,37168.945,71888.05,70765.42,191519.31,126808.94,9765.623,12754.025,65857.08,"PROTEROZOIC","PLUTONIC"
5422703.0,-1783421.4,-276.0,-5.0E-4,58853.2,-192.0,-61.0,0.1042,49351.465,492208.56,222560.95,0.0,15721.973,48547.043,5985.92,134143.84,19303.969,339648.5,117348.5,212410.27,"PROTEROZOIC","PLUTONIC"
5534472.0,-2427311.5,-420.0,-5.0E-4,70013.8,-181.0,-103.0,0.0644,2622.2212,421917.94,30281.111,5.0,76859.93,134357.86,122666.516,41078.28,73977.17,45406.637,67775.09,51287.98,"PROTEROZOIC","VOLCANIC"
5553782.0,-2088745.5,-349.0,1.0E-4,68456.8,-263.0,-55.0,0.0624,14046.883,465606.5,110738.18,1.0,40847.926,32401.715,57062.03,215002.2,165442.34,40490.363,45504.746,98732.11,"PALEOZOIC","SEDIMENTARY"
5565518.0,-2050201.1,-354.0,-5.0E-4,65731.3,-263.0,-70.0,0.0743,13373.518,488099.38,147004.72,1.0,52001.543,72536.74,24861.186,220403.17,181849.34,48324.285,54807.535,122235.51,"PROTEROZOIC","PLUTONIC"
5505905.0,-1889768.1,-303.0,-6.0E-4,63602.7,-72.0,-56.0,0.0826,19961.29,497675.94,184190.45,1.0,60157.094,7658.958,27681.996,165909.48,118161.62,205206.44,17537.428,192436.45,"PROTEROZOIC","PLUTONIC"
5548159.5,-1935149.0,-276.0,7.0E-4,66629.2,-260.0,-14.0,0.0803,3885.0552,515131.4,175779.11,1.0,34569.895,7555.3203,18979.418,203173.8,174025.9,145060.16,38511.688,192626.5,"PROTEROZOIC","PLUTONIC"
5718469.0,-2254098.2,-219.0,0.0011,62201.1,-289.0,1.0,0.1314,11220.025,608478.06,150937.89,3.0,39223.105,23240.004,122325.016,92989.914,71315.23,105627.13,31096.453,130530.72,"PROTEROZOIC","PLUTONIC"
5681018.0,-2438255.0,-254.0,0.0011,64268.1,-266.0,-11.0,0.1064,23052.541,568848.56,115820.164,0.0,206343.44,107502.375,267456.88,41618.816,5771.911,27378.807,21751.678,59149.883,"PALEOZOIC","SEDIMENTARY"
5631456.0,-2285936.5,-334.0,0.0,59553.4,-234.0,-61.0,0.0961,22368.568,519884.16,103647.05,0.0,86894.516,40218.72,130314.06,145808.72,75736.02,51388.992,11273.827,78292.18,"PROTEROZOIC","PLUTONIC"
5656226.0,-2366669.0,-317.0,-1.0E-4,61612.3,-285.0,-60.0,0.0911,7257.975,542952.0,95256.84,5.0,157849.52,69707.984,210646.53,97237.93,37157.426,13287.644,93399.5,108898.47,"PROTEROZOIC","PLUTONIC"
5355077.0,-2272483.0,-332.0,0.0,68115.2,-111.0,-53.0,0.0307,2065.2744,244816.0,24001.434,45.0,46650.87,203642.55,64577.98,12490.057,9806.431,112740.25,98832.76,82306.266,"PROTEROZOIC","SEDIMENTARY"
5640981.0,-2217653.5,-353.0,-7.0E-4,62431.7,-235.0,-80.0,0.1033,22557.549,534339.8,65542.484,0.0,18951.867,70025.68,61458.395,170560.14,119162.72,23284.895,4690.518,62817.816,"PROTEROZOIC","PLUTONIC"
5508014.0,-1893050.0,-303.0,-6.0E-4,63602.7,-72.0,-56.0,0.0817,23827.602,497910.9,182407.19,0.0,57368.844,9508.716,27771.012,167595.62,121249.914,201306.8,19621.898,191180.9,"PROTEROZOIC","PLUTONIC"
5601029.5,-2401635.5,-382.0,-4.0E-4,63701.7,-241.0,-92.0,0.0535,15147.883,487345.66,31732.602,2.0,140841.73,131506.89,192412.4,31944.172,14183.192,9381.266,84361.42,72559.36,"PROTEROZOIC","PLUTONIC"
5501774.0,-1865181.1,-254.0,6.0E-4,57778.9,-72.0,-18.0,0.0869,13110.925,506728.3,204152.34,1.0,70696.51,11850.673,18288.691,166989.53,106016.72,228566.44,4892.653,210089.52,"PROTEROZOIC","PLUTONIC"
5819902.0,-2403873.2,-156.0,-3.0E-4,47484.2,-308.0,-51.0,0.1132,11840.963,706228.2,250255.5,1.0,218913.83,47688.785,303126.2,2011.2646,67849.47,94176.58,16646.75,199098.89,"PALEOZOIC","VOLCANIC"
5713286.0,-1952877.0,-163.0,9.0E-4,59560.2,-29.0,6.0,0.1108,4642.158,660288.1,278305.38,1.0,33970.69,3543.4902,73294.586,155881.84,334693.84,151272.2,46785.586,213617.78,"PROTEROZOIC","PLUTONIC"
5545739.5,-1999633.8,-341.0,-4.0E-4,70885.9,-267.0,-60.0,0.0738,15324.835,486926.16,140009.55,2.0,14743.449,42282.145,20851.447,198789.75,173081.72,93406.43,10759.207,163627.48,"PROTEROZOIC","SEDIMENTARY"
5448139.0,-2357795.5,-395.0,-4.0E-4,65811.8,-126.0,-87.0,0.0629,967.78796,335095.0,7177.137,17.0,60746.734,184351.1,68394.98,52258.44,40730.617,11570.517,10315.88,27734.732,"PROTEROZOIC","SEDIMENTARY"
5388309.5,-1997719.9,-367.0,-3.0E-4,67161.7,-154.0,-69.0,0.064,15191.939,343882.84,31800.621,2.0,68144.56,54253.117,43526.85,41348.008,58925.17,229252.7,8453.491,43800.58,"PROTEROZOIC","SEDIMENTARY"
5627596.0,-2142378.0,-350.0,-4.0E-4,65540.5,-264.0,-73.0,0.1003,33622.953,527843.94,72865.07,0.0,20997.482,44529.25,11728.2705,202849.9,193216.94,794.05414,7443.94,12598.253,"PROTEROZOIC","SEDIMENTARY"
5495612.0,-1889731.0,-311.0,-7.0E-4,63602.7,-33.0,-60.0,0.082,15270.315,488761.88,179373.72,1.0,63654.863,12611.95,36226.266,155721.27,108453.46,210749.27,11541.325,186313.72,"PROTEROZOIC","PLUTONIC"
5546084.5,-1921885.9,-267.0,5.0E-4,64306.8,-260.0,-16.0,0.0827,15807.196,518933.7,183231.0,1.0,25098.396,17063.76,19959.234,202236.67,167102.27,157929.62,27209.71,198595.31,"PROTEROZOIC","PLUTONIC"
5598671.5,-2064178.0,-337.0,-4.0E-4,63360.6,-263.0,-63.0,0.0871,7709.5083,515461.22,133882.0,1.0,52056.02,61188.867,6531.511,254717.03,212046.38,12465.419,22796.97,95957.734,"PROTEROZOIC","PLUTONIC"
5502936.0,-2399553.8,-387.0,4.0E-4,66528.7,-187.0,-71.0,0.04,3836.9663,389233.03,27634.453,18.0,84331.55,149175.83,99048.32,18171.191,33747.195,63643.09,25862.336,78620.32,"PALEOZOIC","VOLCANIC"
5674984.0,-1899761.1,-186.0,1.0E-4,46754.4,-36.0,-34.0,0.1018,4499.19,644911.06,300187.5,3.0,50815.36,26614.781,95795.98,182087.67,281290.28,177115.27,16300.554,255429.67,"PROTEROZOIC","PLUTONIC"
5627895.5,-2341905.0,-352.0,-4.0E-4,63714.9,-236.0,-80.0,0.079,5858.761,515143.34,86910.99,5.0,135760.0,67999.64,186363.73,94583.53,38190.39,20357.412,58978.76,82667.8,"PROTEROZOIC","PLUTONIC"
5520077.5,-2158114.0,-354.0,2.0E-4,64316.0,-154.0,-57.0,0.0525,18652.596,419204.12,70302.64,2.0,53465.094,30876.844,118569.59,183578.19,141357.56,35572.74,38616.414,105216.39,"PALEOZOIC","SEDIMENTARY"
5532401.0,-1901157.5,-279.0,-1.0E-4,57419.2,-260.0,-33.0,0.0836,11023.657,515641.4,189521.94,1.0,31999.053,6424.274,12535.652,190890.19,146943.39,182519.38,2621.2922,201688.23,"PROTEROZOIC","PLUTONIC"
5579357.0,-1917490.6,-238.0,7.0E-4,63382.0,-196.0,-3.0,0.0892,19736.592,550884.75,211049.31,1.0,7321.223,40839.258,33755.83,235788.0,196657.42,151442.12,43844.883,228400.66,"PALEOZOIC","PLUTONIC"
5446706.5,-1832574.1,-295.0,-7.0E-4,60760.4,-288.0,-61.0,0.0922,27293.297,480778.84,193469.62,0.0,28220.379,19352.906,37052.33,125067.305,43339.44,285561.1,63381.582,212227.84,"PROTEROZOIC","PLUTONIC"
5406959.5,-1802371.2,-298.0,-3.0E-4,71638.3,-288.0,-58.0,0.0971,35400.617,468127.7,198752.78,0.0,5667.591,23964.402,28047.287,109545.83,3077.3638,333537.72,111031.234,188940.23,"PALEOZOIC","SEDIMENTARY"
5654507.5,-2322060.8,-319.0,0.0,59989.4,-295.0,-57.0,0.1003,17962.75,542162.7,119647.29,1.0,116322.81,35910.504,166011.66,126369.484,42893.594,29724.305,54104.234,101320.55,"PROTEROZOIC","PLUTONIC"
5429295.0,-1811892.1,-292.0,-5.0E-4,68982.6,-288.0,-60.0,0.0966,46936.953,479833.56,200585.88,0.0,11057.06,31906.367,18704.652,120102.47,20997.639,312513.5,90327.06,203979.39,"PROTEROZOIC","PLUTONIC"
5633363.5,-2162940.2,-358.0,-6.0E-4,64144.0,-115.0,-79.0,0.1012,19753.87,531389.94,64010.25,1.0,2157.0576,47307.023,13350.869,189574.95,171978.02,13391.072,27674.92,8647.032,"PROTEROZOIC","PLUTONIC"
5666206.0,-2200032.8,-321.0,-5.0E-4,62985.3,-257.0,-62.0,0.1148,8252.456,560968.1,87359.766,2.0,3965.3826,50659.266,48599.133,147777.45,126363.16,30443.354,5636.5386,56079.133,"PROTEROZOIC","VOLCANIC"
5679605.0,-2026092.8,-230.0,3.0E-4,55282.4,-45.0,-13.0,0.1127,17527.281,603993.1,198013.78,1.0,27021.896,15800.082,933.3611,210657.38,296837.5,78068.664,74183.1,133297.31,"PROTEROZOIC","PLUTONIC"
5276412.0,-1912759.8,-366.0,0.0,66831.8,-157.0,-65.0,0.0629,1488.0348,297282.72,49204.17,34.0,25799.035,59792.867,55113.56,13760.056,86947.84,367404.7,126317.13,32764.795,"PROTEROZOIC","SEDIMENTARY"
5530768.5,-2152871.2,-359.0,0.0,64316.0,-154.0,-60.0,0.0534,12504.358,430470.06,65036.184,3.0,41940.68,20840.15,106787.14,195372.78,150602.84,29256.006,34416.227,94600.46,"PALEOZOIC","PLUTONIC"
5673706.0,-2406369.8,-285.0,5.0E-4,57500.5,-266.0,-33.0,0.0971,5884.2383,560096.0,104046.79,1.0,192220.39,87177.74,251692.67,70609.42,18550.357,25330.332,52526.75,78056.53,"PALEOZOIC","SEDIMENTARY"
5407016.5,-2001981.0,-361.0,-1.0E-4,65247.9,-119.0,-65.0,0.0653,24106.004,358965.3,44444.88,0.0,56028.387,47020.97,56864.707,60099.484,60580.32,210714.9,6575.7583,44060.5,"PALEOZOIC","VOLCANIC"
5400686.0,-2384298.2,-392.0,-7.0E-4,70628.9,-126.0,-91.0,0.0804,757.7506,287100.25,24515.52,72.0,67199.21,167748.52,16557.535,3814.8616,82474.164,13883.15,24876.941,38452.426,"PROTEROZOIC","SEDIMENTARY"
5637484.0,-2233296.0,-348.0,-6.0E-4,60315.1,-235.0,-76.0,0.101,33100.402,529529.06,69119.31,0.0,34623.918,65884.914,77334.02,173747.77,107603.1,30114.465,6502.36,77434.71,"PROTEROZOIC","PLUTONIC"
5571942.0,-2412060.2,-418.0,-0.001,66150.8,-202.0,-115.0,0.0575,13219.687,458542.4,6085.6226,8.0,115417.62,157725.88,161895.44,9025.138,40652.89,26668.129,89973.23,67301.7,"PROTEROZOIC","VOLCANIC"
5649604.5,-2351529.2,-333.0,-3.0E-4,63335.3,-187.0,-70.0,0.0893,9680.553,536646.94,96974.65,5.0,145884.86,62050.08,195260.39,101412.61,41360.867,3236.375,76950.664,106363.336,"PROTEROZOIC","PLUTONIC"
5661927.0,-2299781.8,-302.0,3.0E-4,58372.6,-307.0,-45.0,0.1099,11212.799,550044.75,132434.25,1.0,92858.586,13883.264,144457.69,148599.88,42436.86,53191.266,38736.57,106952.84,"PROTEROZOIC","PLUTONIC"
5591979.0,-2408129.2,-396.0,-6.0E-4,64206.1,-202.0,-100.0,0.0531,7205.576,478437.16,22384.941,3.0,134160.11,142210.86,182310.28,20805.584,21839.19,12837.543,84288.305,67073.05,"PROTEROZOIC","VOLCANIC"
5507199.0,-2400398.8,-390.0,2.0E-4,66528.7,-181.0,-75.0,0.0436,7528.906,393507.4,23485.014,20.0,84970.31,149709.78,102629.97,22368.07,36621.76,63477.547,29853.61,80600.28,"PALEOZOIC","SEDIMENTARY"
5387655.0,-1744606.4,-259.0,0.0,55979.0,-149.0,-52.0,0.1155,30399.168,489021.2,244594.77,0.0,48519.258,36390.1,18911.281,112204.49,59129.496,391483.66,137428.22,211148.94,"PROTEROZOIC","VOLCANIC"
5555888.0,-2412138.8,-418.0,-8.0E-4,67593.8,-202.0,-112.0,0.0607,1319.0754,442503.72,14912.043,11.0,102888.42,157065.36,146090.4,21055.203,56347.37,39442.55,76728.91,65407.645,"PROTEROZOIC","VOLCANIC"
5303219.5,-1772852.5,-332.0,3.0E-4,64648.6,-200.0,-43.0,0.0697,17951.79,407719.8,169239.44,1.0,44577.574,36611.742,54595.246,24118.355,110934.414,325896.44,66693.39,140438.28,"PROTEROZOIC","PLUTONIC"
5673706.0,-2406369.8,-285.0,5.0E-4,57500.5,-266.0,-33.0,0.0971,5884.2383,560096.0,104046.79,1.0,192220.39,87177.74,251692.67,70609.42,18550.357,25330.332,52526.75,78056.53,"PALEOZOIC","SEDIMENTARY"
5350109.0,-1854792.5,-371.0,-7.0E-4,65356.1,-173.0,-77.0,0.0789,7679.3755,391045.6,131411.9,1.0,21061.709,522.71387,27115.645,32868.164,39705.383,336130.4,104938.76,114077.2,"PALEOZOIC","VOLCANIC"
5409633.5,-1813363.9,-304.0,-2.0E-4,69250.5,-288.0,-56.0,0.0946,34475.113,463450.88,189915.48,0.0,16092.35,17832.525,34193.344,103807.266,2460.452,323259.62,100523.71,185793.3,"PALEOZOIC","SEDIMENTARY"
5438308.0,-2462967.2,-431.0,-0.001,71915.9,-129.0,-114.0,0.0818,7114.527,327922.72,28279.432,12.0,4856.4243,81377.805,34702.914,16276.094,47225.652,65306.62,13570.63,27161.674,"PALEOZOIC","SEDIMENTARY"
5555637.0,-2412785.8,-418.0,-8.0E-4,67593.8,-202.0,-112.0,0.0607,1968.3143,442279.2,15400.279,10.0,102270.98,156372.4,145722.44,21041.223,56459.89,39201.176,76884.77,64762.977,"PROTEROZOIC","VOLCANIC"
5467854.5,-1844119.5,-255.0,4.0E-4,56440.9,-319.0,-27.0,0.0904,17499.14,490529.8,199010.47,1.0,37862.906,17569.754,31865.29,141189.69,66995.3,264110.3,41715.617,213099.72,"PROTEROZOIC","PLUTONIC"
5660909.5,-2379854.5,-311.0,1.0E-4,61612.3,-285.0,-54.0,0.0922,9630.39,547359.6,95038.13,3.0,169101.4,76321.1,224098.73,94820.914,32624.31,1439.8287,81153.68,97278.37,"PROTEROZOIC","PLUTONIC"
5550082.5,-2058537.8,-350.0,-1.0E-4,67133.8,-263.0,-60.0,0.067,14103.661,470800.06,135236.9,1.0,44745.938,59027.926,42244.594,205801.53,164996.06,57335.58,60780.348,123760.08,"PROTEROZOIC","PLUTONIC"
5589780.5,-2065755.6,-350.0,-4.0E-4,62655.9,-263.0,-68.0,0.0828,13257.938,506485.72,131289.05,1.0,56830.32,68028.86,14522.138,246080.36,203026.84,19618.66,26914.525,97748.29,"PROTEROZOIC","PLUTONIC"
5305406.0,-1973143.1,-383.0,-5.0E-4,69752.4,-142.0,-84.0,0.0518,7596.0303,283322.22,23590.908,16.0,15820.25,81131.88,64484.547,9215.389,56470.594,312926.66,80666.695,77581.62,"PROTEROZOIC","VOLCANIC"
5364314.5,-1749758.4,-287.0,3.0E-4,72974.3,-149.0,-43.0,0.1073,24617.9,468073.28,226205.28,0.0,35863.363,35912.64,4626.1133,88303.414,67856.25,380117.47,114917.195,192152.17,"PROTEROZOIC","PLUTONIC"
5570197.5,-2422195.0,-428.0,-0.0012,67593.8,-202.0,-123.0,0.0599,18100.209,457297.25,15785.136,2.0,108231.91,154039.84,158734.25,5119.055,40275.07,22063.53,90831.0,57041.73,"PROTEROZOIC","VOLCANIC"
5513501.5,-1993143.2,-326.0,4.0E-4,68710.7,-267.0,-38.0,0.0671,1651.1788,459401.7,113648.35,2.0,22335.17,53381.64,49988.46,166484.53,145840.27,122226.586,13577.152,134908.56,"PROTEROZOIC","PLUTONIC"
5621423.5,-2367166.2,-375.0,-8.0E-4,62692.8,-187.0,-97.0,0.0686,14463.634,508146.4,64963.707,2.0,138471.45,91813.92,212151.88,70534.62,12114.638,11943.124,79477.14,92424.68,"PROTEROZOIC","PLUTONIC"
5513069.0,-1895028.4,-308.0,-7.0E-4,58017.9,-72.0,-54.0,0.0814,23116.082,501387.1,183357.5,0.0,52028.1,8848.229,24688.908,172412.5,126675.94,197026.8,14788.1875,192898.86,"PROTEROZOIC","PLUTONIC"
5330773.5,-1839714.0,-374.0,-5.0E-4,65442.0,-190.0,-78.0,0.0817,22350.342,385128.88,136134.11,0.0,7806.868,6028.4785,20532.65,42443.734,63299.867,360648.06,129286.195,104766.69,"PALEOZOIC","VOLCANIC"
5574230.5,-2420638.5,-428.0,-0.0012,66150.8,-202.0,-123.0,0.0599,14232.362,461236.2,14936.327,1.0,112471.0,157296.14,162919.22,1003.5129,36648.21,19748.588,88456.84,59632.133,"PROTEROZOIC","VOLCANIC"
5479046.0,-2462432.8,-419.0,-2.0E-4,71908.1,-163.0,-95.0,0.0379,4421.3154,368565.25,8548.156,41.0,17080.262,82121.79,70331.914,16862.041,82248.97,65504.07,46172.3,36527.703,"PROTEROZOIC","VOLCANIC"
5534082.5,-2414795.8,-414.0,-5.0E-4,69408.4,-181.0,-100.0,0.0594,9064.129,420836.56,17867.982,10.0,85758.07,145584.69,124186.195,41532.375,64993.527,53999.152,60181.926,63807.477,"PROTEROZOIC","PLUTONIC"
5447012.5,-1817795.4,-300.0,-0.0012,60113.8,-288.0,-75.0,0.0965,28267.164,490136.8,205425.42,0.0,13630.847,34115.484,22834.963,131893.33,39650.848,297560.84,75247.22,217728.11,"PROTEROZOIC","PLUTONIC"
5523653.0,-1895382.0,-295.0,-4.0E-4,58017.9,-72.0,-45.0,0.0827,13002.99,510541.6,188933.98,1.0,41587.926,4392.069,16115.542,182915.22,136764.52,191610.23,7503.1445,199687.94,"PROTEROZOIC","PLUTONIC"
5647052.0,-2195615.2,-349.0,-7.0E-4,64799.3,-115.0,-79.0,0.1059,20840.527,542257.56,68144.97,0.0,6298.524,69793.27,39346.934,167425.62,136554.9,13763.446,9655.34,44065.332,"PROTEROZOIC","SEDIMENTARY"
5595768.0,-1986262.1,-289.0,0.0,57463.8,-260.0,-32.0,0.0897,13879.577,538474.6,191577.92,1.0,18675.234,33481.72,30917.898,248735.69,224741.44,80756.96,22028.082,171033.23,"PALEOZOIC","PLUTONIC"
5318906.0,-2472685.0,-258.0,-2.0E-4,54312.5,-107.0,-32.0,0.0368,1830.1555,209260.92,72162.8,49.0,49238.098,155549.7,18362.273,44284.695,7176.4814,12171.526,88295.38,18587.842,"PALEOZOIC","SEDIMENTARY"
5293633.0,-3023152.5,-337.0,-2.0E-4,71607.2,-118.0,-44.0,0.0253,7849.032,225620.62,9578.379,7.0,33186.875,159944.58,63547.43,28069.797,1864.948,87738.49,89722.305,169475.3,"PROTEROZOIC","SEDIMENTARY"
5179118.5,-3066210.5,-125.0,0.0015,50114.2,-61.0,50.0,0.032,10032.906,132230.86,113514.47,4.0,109201.41,136457.33,57050.863,1698.5211,42640.457,100897.96,148693.39,239667.53,"PROTEROZOIC","PLUTONIC"
5198657.0,-3018179.2,-135.0,0.0017,54517.3,-58.0,57.0,0.0423,9051.474,134167.48,85532.3,3.0,58323.918,188083.75,22480.23,25859.625,56724.812,52745.516,98085.44,201201.17,"PROTEROZOIC","PLUTONIC"
5179556.5,-2584906.2,26.0,0.0031,43382.0,-43.0,76.0,0.0229,4206.974,76475.79,195871.33,23.0,216666.3,281969.44,59661.418,106150.02,8304.498,4971.2666,198316.34,138780.25,"PROTEROZOIC","METAMORPHIC"
5158852.0,-3669396.0,-426.0,-0.0063,62807.1,-74.0,-231.0,0.033,101.44279,214138.34,53848.3,597.0,679659.2,141363.05,215598.05,3149.0269,42424.188,51430.92,265878.75,211496.92,"PALEOZOIC","VOLCANIC"
5260318.5,-2933340.2,-242.0,8.0E-4,66269.1,-19.0,16.0,0.0359,19918.389,181728.55,80667.0,1.0,25004.07,207947.86,82716.13,97012.69,47730.117,48905.4,5551.595,104335.63,"PALEOZOIC","VOLCANIC"
5076229.5,-3514858.5,-30.0,0.0023,44768.0,-37.0,81.0,0.0283,3180.2874,113500.29,223484.83,52.0,569355.9,314755.34,112543.266,61065.836,32510.049,185194.88,411256.72,101331.195,"PROTEROZOIC","VOL_SEDIMENTARY"
5125345.0,-3568923.5,-115.0,0.0021,52655.1,-63.0,67.0,0.0344,3675.3013,167861.81,151293.38,53.0,597574.56,247205.03,126706.65,19672.04,75332.82,125548.87,340225.28,116315.78,"PROTEROZOIC","PLUTONIC"
5082531.0,-3649782.0,-11.0,0.0018,42025.1,-32.0,74.0,0.0282,101.49317,136387.2,131174.33,151.0,688783.7,193297.66,217646.7,1164.9114,94486.086,50980.977,344525.44,206942.48,"PALEOZOIC","UNDIFFERENT"
5202922.0,-2692588.0,-44.0,0.0025,47156.4,-73.0,75.0,0.0251,2049.9304,111469.75,142312.89,17.0,243686.39,296469.1,29934.72,35720.312,9341.628,28034.549,112057.07,106350.01,"PROTEROZOIC","SEDIMENTARY"
5087297.0,-3436799.5,-50.0,0.0023,43348.8,-42.0,84.0,0.0312,3079.509,116918.164,286145.78,36.0,490749.5,243869.48,75972.79,112321.016,22486.668,140029.72,350855.56,49149.547,"PALEOZOIC","UNDIFFERENT"
5297121.0,-2679082.2,-317.0,-0.0011,59631.3,-68.0,-85.0,0.0229,6415.162,201800.81,49182.836,15.0,250609.53,211614.45,62737.836,58325.324,17754.191,8036.1587,77942.234,86980.71,"PROTEROZOIC","VOL_SEDIMENTARY"
5313313.0,-2149648.8,-292.0,0.0,68612.4,-125.0,-28.0,0.0285,3439.75,217591.14,4922.398,31.0,50997.594,136861.52,50971.61,6740.0913,14952.506,216809.16,53308.957,90365.57,"PROTEROZOIC","SEDIMENTARY"
5202676.0,-2237378.5,12.0,0.0017,42700.7,-60.0,73.0,0.0338,7541.803,95940.875,144798.88,7.0,55792.344,277215.72,52147.33,31714.613,13408.297,200001.28,53289.5,72169.89,"PALEOZOIC","UNDIFFERENT"
5112275.0,-3147953.8,-6.0,0.0029,42113.9,-66.0,84.0,0.0371,591.2282,100932.7,212462.73,19.0,207402.84,42044.22,151947.44,76199.57,8228.876,198216.56,244540.94,160177.86,"PROTEROZOIC","VOL_SEDIMENTARY"
5184546.5,-2454392.8,11.0,0.0011,35879.1,-41.0,30.0,0.0184,3127.8982,74082.06,190000.61,13.0,88238.57,287316.97,84366.8,40352.66,10754.601,76120.13,90161.68,56439.508,"PROTEROZOIC","METAMORPHIC"
5104435.0,-3238379.0,-28.0,0.0031,47535.0,-84.0,93.0,0.0525,4968.747,115662.39,280505.16,17.0,294740.6,48720.258,192062.1,75400.06,19069.91,194151.1,248093.44,77365.336,"PALEOZOIC","UNDIFFERENT"
5114067.0,-3616832.5,-38.0,0.0028,44366.3,-56.0,104.0,0.0334,1076.5444,162767.8,121456.41,153.0,646129.1,206112.28,175705.38,11501.85,100282.164,91322.35,326972.47,165445.38,"PALEOZOIC","SEDIMENTARY"
5214796.5,-2035644.2,-105.0,0.002,56520.3,-107.0,65.0,0.0448,3766.4324,173248.12,78088.195,18.0,15046.239,88515.7,35594.598,1336.6201,128614.5,361487.78,130206.164,43262.934,"PROTEROZOIC","VOLCANIC"
5297290.0,-1999083.6,-443.0,-0.0032,70639.6,-136.0,-152.0,0.0549,1815.1521,262385.84,12959.39,22.0,42332.15,85818.58,53769.055,3295.297,70706.07,307756.62,69052.62,56197.3,"PROTEROZOIC","SEDIMENTARY"
5198725.0,-2818654.8,-96.0,0.0015,48587.0,-46.0,52.0,0.0247,13769.2295,114276.96,145360.48,6.0,117946.65,319068.03,147274.73,42349.24,28617.768,31.13761,75434.8,16634.473,"PROTEROZOIC","PLUTONIC"
5265478.0,-2929858.0,-264.0,6.0E-4,66269.1,-19.0,6.0,0.0347,14730.54,186888.2,75589.61,1.0,29666.002,204533.03,88418.36,102095.42,42733.336,44218.035,6191.01,98255.57,"PALEOZOIC","VOLCANIC"
5289955.5,-2075403.8,-306.0,-2.0E-4,68692.8,-113.0,-41.0,0.0205,7498.713,221741.58,21221.965,24.0,53018.555,119056.46,1798.8708,19659.861,48098.574,277679.25,56079.453,12535.458,"PROTEROZOIC","SEDIMENTARY"
5154972.5,-3077148.2,-75.0,0.0016,45449.8,-61.0,49.0,0.0235,9552.572,114008.586,140009.69,6.0,125807.38,119017.23,83383.4,21573.45,20618.32,116811.016,171464.38,226877.12,"PALEOZOIC","PLUTONIC"
